entity_name,defined_on,name,comments,type_dmkr,type_impl,array_dmkr,array_impl,required_dmkr,required_impl,description_dmkr,description_impl,extra_impl
CaseStudy,,keyword,"TODO: add in DMKR (these are all abstract fields, so CaseStudy has no fields of it’s own)",,string,,True,,False,,"Keywords or tags used to describe this resource, providing additional context.","items: {'type': 'string'}, example: ['keyword1', 'keyword2']"
CaseStudy,,license,"TODO: add in DMKR (these are all abstract fields, so CaseStudy has no fields of it’s own)",,string,,False,,False,,,example: https://creativecommons.org/share-your-work/public-domain/cc0/
CaseStudy,,name,"TODO: add in DMKR (these are all abstract fields, so CaseStudy has no fields of it’s own)",,string,,False,,True,,,"maxLength: 256, example: The name of this resource"
CaseStudy,,research_area,"TODO: add in DMKR (these are all abstract fields, so CaseStudy has no fields of it’s own)",,string,,True,,False,,"The research area is similar to the scientific_domain, but more high-level.","items: {'type': 'string'}, example: ['Explainable AI', 'Physical AI']"
CaseStudy,,same_as,"TODO: add in DMKR (these are all abstract fields, so CaseStudy has no fields of it’s own)",,string,,False,,False,,Url of a reference Web page that unambiguously indicates this resource's identity.,"maxLength: 256, example: https://www.example.com/resource/this_resource"
CaseStudy,,scientific_domain,"TODO: add in DMKR (these are all abstract fields, so CaseStudy has no fields of it’s own)",,string,,True,,False,,The scientific domain is related to the methods with which an objective is reached.,"items: {'type': 'string'}, example: ['Anomaly Detection', 'Voice Recognition', 'Computer Vision.']"
CaseStudy,,version,"TODO: add in DMKR (these are all abstract fields, so CaseStudy has no fields of it’s own)",,string,,False,,False,,The version of this asset.,"maxLength: 256, example: 1.1.0"
ComputationalAsset,ComputationalAsset,capability,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",Capability,,True,,False,,The provided capability according to the Open Grid Service Architecture (OGSA) architecture [OGF-GFD80] (this is the union of all values assigned to the capability attribute of the endpoints part of this service).,,
ComputationalAsset,ComputationalAsset,complexity,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",String,,False,,False,,"Human-readable summary description of the complexity in terms of the number of endpoint types, shares and resources. The syntax should be: endpointType=X, share=Y, resource=Z.",,
ComputationalAsset,ComputationalAsset,creation_time,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",datetime,,False,,False,,Timestamp describing when the entity instance was generated.,,
ComputationalAsset,ComputationalAsset,has_endpoint,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",Endpoint,,True,,False,,A computing service exposes zero or more computing endpoints.,,
ComputationalAsset,ComputationalAsset,has_share,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",URL,,True,,False,,A computing service offers zero or more computing shares.,,
ComputationalAsset,ComputationalAsset,location,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",Location,,False,,False,,A service is primary located at a location.,,
ComputationalAsset,ComputationalAsset,managed_by,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",URL,,True,,False,,A computing service offers zero or more computing managers.,,
ComputationalAsset,ComputationalAsset,other_info,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",String,,True,,False,,"Placeholder to publish info that does not fit in any other attribute. Free-form string, comma-separated tags, (name, value ) pair are all examples of valid syntax.",,
ComputationalAsset,ComputationalAsset,quality_level,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",QualityLevel,,False,,True,,Maturity of the service in terms of quality of the software components.,,
ComputationalAsset,ComputationalAsset,service,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",URL,,True,,False,,A service is related to zero or more services.,,
ComputationalAsset,ComputationalAsset,status_info,,URL,string,True,False,False,False,Web page providing additional information like monitoring aspects.,A webpage that shows the current status of this asset.,"maxLength: 256, example: https://www.example.com/cluster-status"
ComputationalAsset,ComputationalAsset,type,,ServiceType,string,False,False,True,False,"The type of service according to a namespace-based classification (the namespace MAY be related to a middleware name, an organization or other concepts; org.ogf.glue is reserved for the OGF GLUE Working Group).",The type of computational asset.,example: storage
ComputationalAsset,ComputationalAsset,validity,"AFAIK, the ComputationalAsset is not defined very well yet. I think this is a TODO for WP3+WP5. I’d suggest reaching a concensus first, then updating DMKR + IMPL",integer,,False,,False,,"The duration (in seconds) after CreationTime that the information presented in the Entity SHOULD be considered relevant. After that period has elapsed, the information SHOULD NOT be considered relevant.",,
Contact,,email,"In IMPL, Person.ContactDetails, resource.contact, resource.creator (maybe more) point to Contact. This makes it easier to add some info (maybe only name and email) even if you don’t know if its a person or organisation (this happens especially when reading data from other platforms)",,string,,True,,False,,An email address.,"items: {'type': 'string'}, example: []"
Contact,,identifier,"In IMPL, Person.ContactDetails, resource.contact, resource.creator (maybe more) point to Contact. This makes it easier to add some info (maybe only name and email) even if you don’t know if its a person or organisation (this happens especially when reading data from other platforms)",,integer,,False,,True,,,
Contact,,location,"In IMPL, Person.ContactDetails, resource.contact, resource.creator (maybe more) point to Contact. This makes it easier to add some info (maybe only name and email) even if you don’t know if its a person or organisation (this happens especially when reading data from other platforms)",,#/components/schemas/Location,,True,,False,,,"items: {'$ref': '#/components/schemas/Location'}, example: []"
Contact,,name,"In IMPL, Person.ContactDetails, resource.contact, resource.creator (maybe more) point to Contact. This makes it easier to add some info (maybe only name and email) even if you don’t know if its a person or organisation (this happens especially when reading data from other platforms)",,string,,False,,False,,,"maxLength: 256, example: The name of this contact, especially useful if it is not known whether this contact is a person or organisation. For persons, it is preferred to store this information as contact.person.surname and contact.person.firstname. For organisations, store it as contact.organisation.legal_name."
Contact,,organisation,"In IMPL, Person.ContactDetails, resource.contact, resource.creator (maybe more) point to Contact. This makes it easier to add some info (maybe only name and email) even if you don’t know if its a person or organisation (this happens especially when reading data from other platforms)",,integer,,False,,False,,,
Contact,,person,"In IMPL, Person.ContactDetails, resource.contact, resource.creator (maybe more) point to Contact. This makes it easier to add some info (maybe only name and email) even if you don’t know if its a person or organisation (this happens especially when reading data from other platforms)",,integer,,False,,False,,,
Contact,,telephone,"In IMPL, Person.ContactDetails, resource.contact, resource.creator (maybe more) point to Contact. This makes it easier to add some info (maybe only name and email) even if you don’t know if its a person or organisation (this happens especially when reading data from other platforms)",,string,,True,,False,,"A telephone number, including the land code.","items: {'type': 'string'}, example: []"
Course,Course,academic_level,Should this be added to IMPL? We currently only have EducationalResource. Is a separate Course needed? I don’t have an opinion here.,String,,False,,False,,"undergraduate, graduate, PhD",,
Course,Course,credits,Should this be added to IMPL? We currently only have EducationalResource. Is a separate Course needed? I don’t have an opinion here.,integer,,False,,False,,,,
Dataset,Dataset,funder,,Agent,integer,True,True,False,False,,Links to identifiers of the agents (person or organization) that supports this dataset through some kind of financial contribution. ,"items: {'type': 'integer'}, example: []"
Dataset,Dataset,issn,Description of dmkr is incorrect,String,string,False,False,False,False,"The International Standard Serial Number (ISSN) that identifies this serial publication. You can repeat this property to identify different formats of, or the linking ISSN (ISSN-L) for, this serial publication.","The International Standard Serial Number, ISSN, an identifier for serial publications.","maxLength: 8, minLength: 8, example: 20493630"
Dataset,Dataset,measurement_technique,,String,string,False,False,False,False,"The technique, technology, or methodology used in a dataset, which can correspond to the variable(s) described in variableMeasured.","The technique, technology, or methodology used in a dataset, corresponding to the method used for measuring the corresponding variable(s).","maxLength: 256, example: mass spectrometry"
Dataset,Dataset,size,,Size,#/components/schemas/DatasetSize,False,True,False,False,The size of the Dataset in the unit specified by the associated Size entity.,"The size of this dataset, for example the number of rows. The file size should not be included here, but in distribution.content_size_kb.",allOf: [{'$ref': '#/components/schemas/DatasetSize'}]
Dataset,Dataset,spatial_coverage,,Location,#/components/schemas/Location,False,True,False,False,"You can provide a single point that describes the spatial aspect of the dataset. Only include this property if the dataset has a spatial dimension. For example, a single point where all the measurements were collected, or the coordinates of a bounding box for an area.","A location that describes the spatial aspect of this dataset. For example, a point where all the measurements were collected.",allOf: [{'$ref': '#/components/schemas/Location'}]
Dataset,Dataset,temporal_coverage,"The “either as a DateTime” part of the description of DMKR is probably wrong. Description should probably also not mention “CreativeWork""",String,string,False,False,False,False,"The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, either as a DateTime or as a textual string indicating a time period in ISO 8601 time interval format. In the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written 2011/2012).","The temporalCoverage of a CreativeWork indicates the period that the content applies to, i.e. that it describes, a textual string indicating a time period in ISO 8601 time interval format. In the case of a Dataset it will typically indicate the relevant time period in a precise notation (e.g. for a 2011 census dataset, the year 2011 would be written '2011/2012').","maxLength: 64, example: 2011/2012"
Dataset,Dataset,variable_measured,"We should probably not include variable_measured, but make it possible to list all fields of a dataset, with the datatypes etc. https://github.com/mlcommons/croissant could serve as inspiration",String,,False,,False,,"The variable that this dataset measures. For example, “temperature” or “pressure”.",,
DatasetSize,,unit,"Called Size in DMKR. In IMPL its easier to call it DatasetSize → if we add a size to a different object, it should be a separate table",,string,,False,,False,,Text indicating the unit of measurement.,"maxLength: 64, example: Rows"
DatasetSize,,value,"Integer in IMPL, decimal in DMKR. I suggest integer, I don’t see why we should need decimals, but I might be missing something.",,integer,,False,,False,,The size.,example: 100
Distribution,Distribution,checksum,,String,string,False,False,False,False,,The value of a checksum algorithm ran on this content.,"maxLength: 1800, example: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
Distribution,Distribution,checksum_type,We call this checksum_algorithm. I think that’s a more fitting name,String,,False,,False,,,,
Distribution,Distribution,content_size_kb,,integer,integer,False,False,False,False,Full size in kilobytes,,example: 10000
Distribution,Distribution,content_url,,URL,string,False,False,True,True,"Actual bytes of the media object, for example the image file or video file.",,"maxLength: 256, example: https://www.example.com/dataset/file.csv"
Distribution,Distribution,date_created,Why both date_created and date_published on distribution?,datetime,,False,,False,,,,
Distribution,Distribution,date_modified,"Do we need this on Distribution? If so, we’ll need to add it in IMPL",datetime,,False,,False,,,,
Distribution,Distribution,date_published,,datetime,string,False,False,False,False,,The datetime (utc) on which this Distribution was first published on an external platform. ,"format: date-time, example: 2022-01-01T15:15:00.000"
Distribution,Distribution,documented_in,"Why is this on Distribution? On Resource would be a better fit, I think. Or do we need it on both?",KnowledgeAsset,,True,,False,,A Knowledge Asset describing and documenting the given Distribution.,,
Distribution,Distribution,encoding_format,"Shouldn’t be required, I think.",String,string,False,False,True,False,"Media type typically expressed using a MIME format, e.g. application/zip for a SoftwareApplication binary, audio/mpeg for .mp3 etc.",The mimetype of this file.,"maxLength: 256, example: text/csv"
Distribution,Distribution,has_computational_requirement,"In IMPL, we have a RunnableDistribution, which has similar fields. I think that that makes more sense than putting it here. A dataset shouldn’t have such requirements, requirements would be specific for the method with which you read the file",ComputationalRequirement,,False,,False,,A set of requirements for compute environment/storage/processing that the distribution needs in order to function. This will allow its association with Computational Assets covering its requirements.,,
Distribution,Distribution,technology_readiness_level,,integer,integer,False,False,False,False,"The technology readiness level (TRL) of the distribution, following the relevant EC definitions.","The technology readiness level (TRL) of the distribution. TRL 1 is the lowest and stands for 'Basic principles observed', TRL 9 is the highest and stands for 'actual system proven in operational environment'.",example: 1
Distribution,Distribution,version,,String,,False,,False,,,,
Distribution,,checksum_algorithm,,,string,,False,,False,,The checksum algorithm.,"maxLength: 64, example: sha256"
Distribution,,copyright,TODO: add in DMKR,,string,,False,,False,,,"maxLength: 256, example: 2010-2020 Example Company. All rights reserved."
EducationalResource,EducationalResource,aiod_classification,What is this?,,,False,,False,,,,
EducationalResource,EducationalResource,audience,Would target_audience be better? See target_audience,,,True,,False,,The principal users(s) for which the learning resource was designed. See https://wiki.eoscfuture.eu/display/PUBLIC/B.+v4.00+EOSC+Resource+Profile#B.v4.00EOSCResourceProfile-ResourceTargetUsers.,,
EducationalResource,EducationalResource,complexity_level,How is “algorithmic” a complexity level? This might need a better description,,,False,,False,,"e.g. foundational, algorithmic,…",,
EducationalResource,EducationalResource,cost,TODO: Update in IMPL,decimal,,False,,False,,(currency),,
EducationalResource,EducationalResource,duration,"This needs a better description. Is this hours per week? Total hours? For the required part, or also the estimated part? Is this the same as “time_required”? Would “time_required” be a better name?",decimal,,False,,False,,(in hours),,
EducationalResource,EducationalResource,educational_level,,String,string,True,True,False,False,"advanced, intermediate, beginner.",The level or levels of education for which this resource is intended.,"items: {'type': 'string'}, example: ['primary school', 'secondary school', 'university']"
EducationalResource,EducationalResource,educational_type,"Wrong link in the description. “type” is better than “educational_type”, I think. See “type""",,,False,,False,,see https://wiki.eoscfuture.eu/display/PUBLIC/EOSC+Training+Resource+Profile+-+Data+Model#EOSCTrainingResourceProfileDataModel-Contentresourcetype.,,
EducationalResource,EducationalResource,end_date,TODO: Update in IMPL,datetime,,False,,False,,When the resource concludes.,,
EducationalResource,EducationalResource,enrollment_end_date,TODO: Update in IMPL,datetime,,False,,False,,The final date for which applications for enrolling are accepted.,,
EducationalResource,EducationalResource,enrollment_start_date,TODO: Update in IMPL,datetime,,False,,False,,The date from when applications for enrolling can be applied.,,
EducationalResource,EducationalResource,expected_outcome,TODO: Update in IMPL,String,,False,,False,,,,
EducationalResource,EducationalResource,learning_mode,TODO: Update in IMPL,String,,False,,False,,"online, hybrid, offline",,
EducationalResource,EducationalResource,offered_by,TODO: Update in IMPL,Organisation,,False,,False,,,,
EducationalResource,EducationalResource,pace,TODO: Update in IMPL,String,string,False,False,False,False,"full-time, part-time, self-paced","The high-level study schedule available for this educational resource. ""self-paced"" is mostly used for MOOCS, Tutorials and short courses without interactive elements; ""scheduled"" is used for scheduled courses with interactive elements that is not a full-time engagement; ""full-time"" is used for programmes or intensive courses that require a full-time engagement from the student.",example: full-time
EducationalResource,EducationalResource,prerequisite_knowledge_of,TODO: Update in IMPL,ResearchArea,,True,,False,,,,
EducationalResource,EducationalResource,qualification,TODO: Update in IMPL,,,False,,False,,"Identification of certification, accreditation or badge obtained with course or learning resource.",,
EducationalResource,EducationalResource,schedule,TODO: Update in IMPL,String,,False,,False,,,,
EducationalResource,EducationalResource,start_date,TODO: Update in IMPL,datetime,,False,,False,,When the resource starts running.,,
EducationalResource,EducationalResource,taught_by,TODO: Update in IMPL,Person,,True,,False,,,,
EducationalResource,EducationalResource,under_classification,TODO: Update in IMPL,Classification,,True,,False,,,,
EducationalResource,EducationalResource,uses_resource,TODO: Update in IMPL,AIResource,,True,,False,,,,
EducationalResource,,access_mode,Do we need this??,,string,,True,,False,,The primary mode of accessing this educational resource.,"items: {'type': 'string'}, example: ['textual']"
EducationalResource,,content,TODO: add in DMKR,,#/components/schemas/Text,,True,,False,,,allOf: [{'$ref': '#/components/schemas/Text'}]
EducationalResource,,creator,TODO: add in DMKR,,integer,,True,,False,,Contact information of persons/organisations that created this resource.,"items: {'type': 'integer'}, example: []"
EducationalResource,,date_published,TODO: add in DMKR,,string,,False,,False,,"The datetime (utc) on which this resource was first published on an external platform. Note the difference between `.aiod_entry.date_created` and `.date_published`: the former is automatically set to the datetime the resource was created on AIoD, while the latter can optionally be set to an earlier datetime that the resource was published on an external platform.","format: date-time, example: 2022-01-01T15:15:00.000"
EducationalResource,,in_language,TODO: add in DMKR,,string,,True,,False,,"The language(s) of the educational resource, in ISO639-3.","items: {'type': 'string'}, example: ['eng', 'fra', 'spa']"
EducationalResource,,prerequisite,TODO: change to prerequisite_knowledge_of?,,string,,True,,False,,Minimum or recommended requirements to make use of this educational resource.,"items: {'type': 'string'}, example: ['undergraduate knowledge of statistics', 'graduate knowledge of linear algebra']"
EducationalResource,,target_audience,,,string,,True,,False,,The intended users of this educational resource.,"items: {'type': 'string'}, example: ['professionals', 'students in higher education', 'teachers in secondary school']"
EducationalResource,,time_required,,,string,,False,,False,,An approximate or recommendation of the time required to use or complete the educational resource.,"maxLength: 256, example: 2 months"
EducationalResource,,type,,,string,,False,,False,,The type of educational resource.,example: presentation
Event,Event,asset,"?? Needs better description. Do we need this? Does this fit in the abstract field “relevant_resource""?",AIAsset,,True,,False,,AI Assets used or referenced in the context of the Event.,,
Event,Event,duration,"This seems duplicated with start_date and end_date. Do we really need this? If so, it needs a better description. What do you fill in for a 2-day event, that takes 1 hour/day? 2 hours? 25 hours?",Size,,False,,False,,The duration of the event.,,
Event,Event,end_date,I wouldn’t make this required,datetime,string,False,False,True,False,"The end date and time of the event, formatted as a string using the ISO 8601 date-time format.","The end date and time of the event, formatted using the ISO 8601 date-time format.","format: date-time, example: 2022-01-01T15:15:00"
Event,Event,event_mode,"“mode” is better, I think. Event.event_mode is redundant",EventAttendanceModeEnumeration,,False,,False,,"Can be offline, online, hybrid.",,
Event,Event,event_status,Redundant event_ prefix,EventStatusType,,False,,False,,"Can be scheduled, rescheduled, postponed, cancelled, moved online.",,
Event,Event,image,“media” is already on AIResource. Is that enough?,Multimedia,,True,,False,,An image gallery.,,
Event,Event,organizer,"This is American English (see organiser). Moreover, I wouldn’t make it required",Agent,,False,,True,,The organisation responsible for organizing the event.,,
Event,Event,performer,,Agent,integer,False,True,False,False,The person or organisation that is participating with some capacity at the event.,Links to identifiers of the agents (person or organization) that is contributing to this event ,"items: {'type': 'integer'}, example: []"
Event,Event,project,TODO: Add in IMPL,Project,,True,,False,,A Project under which the Event is organised.,,
Event,Event,registration_link,,URL,string,False,False,False,False,,The url of the registration form.,"maxLength: 256, example: https://example.com/registration-form"
Event,Event,schedule,,String,string,False,False,False,False,The agenda of the event.,The agenda of the event.,"maxLength: 1800, example: 10:00-10:30: Opening. 10:30-11:00 ..."
Event,Event,start_date,I wouldn’t make this required,datetime,string,False,False,True,False,"The start date and time of the event, formatted as a string using the ISO 8601 date-time format.","The start date and time of the event, formatted using the ISO 8601 date-time format.","format: date-time, example: 2021-02-03T15:15:00"
Event,,content,TODO: add in DMKR,,#/components/schemas/Text,,True,,False,,,allOf: [{'$ref': '#/components/schemas/Text'}]
Event,,creator,TODO: add in DMKR?,,integer,,True,,False,,Contact information of persons/organisations that created this resource.,"items: {'type': 'integer'}, example: []"
Event,,date_published,TODO: add in DMKR?,,string,,False,,False,,"The datetime (utc) on which this resource was first published on an external platform. Note the difference between `.aiod_entry.date_created` and `.date_published`: the former is automatically set to the datetime the resource was created on AIoD, while the latter can optionally be set to an earlier datetime that the resource was published on an external platform.","format: date-time, example: 2022-01-01T15:15:00.000"
Event,,mode,,,string,,False,,False,,The attendance mode of event.,example: offline
Event,,organiser,,,integer,,False,,False,,The person or organisation responsible for organising the event.,
Event,,status,TODO: add in DMKR?,,string,,False,,False,,The status of the event.,example: scheduled
Experiment,Experiment,badge,,URL,string,True,True,False,False,A reproducibility badge associated with the Experiment.,Labels awarded on the basis of the reproducibility of this experiment.,"items: {'type': 'string'}, example: ['ACM Artifacts Evaluated - Reusable']"
Experiment,Experiment,compilation_process,"As discussed, we have similar fields on RunnableDistribution (this can be distribution-specific). I don’t think we need compilation though – we just have installation + deployment. Is that enough?",URL,,False,,False,,,,
Experiment,Experiment,compilation_process_desc,"As discussed, we have similar fields on RunnableDistribution (this can be distribution-specific). I don’t think we need compilation though – we just have installation + deployment. Is that enough?",String,,False,,False,,,,
Experiment,Experiment,compilation_time_sec,"As discussed, we have similar fields on RunnableDistribution (this can be distribution-specific). I don’t think we need compilation though – we just have installation + deployment. Is that enough?",String,,False,,False,,,,
Experiment,Experiment,deployment_process,"As discussed, we have similar fields on RunnableDistribution (this can be distribution-specific). What is this? We have “deployment_script”, that might be what’s meant here",URL,,False,,False,,,,
Experiment,Experiment,deployment_process_desc,"As discussed, we have similar fields on RunnableDistribution (this can be distribution-specific). We have “deployment” instead. I would not use abbreviation in field names",Experiment,,False,,False,,,,
Experiment,Experiment,deployment_time_sec,"As discussed, we have similar fields on RunnableDistribution (this can be distribution-specific). We have deployment_time_milliseconds - I think that name is better",integer,,False,,False,,,,
Experiment,Experiment,execution_time_estimate_sec,We don’t have this. Maybe we should add it. I would go for milliseconds and make it an integer,decimal,,False,,False,,The estimate of time needed for the execution under the conditions specified via the exemplaryExecutionSettings property.,,
Experiment,Experiment,exemplary_execution_settings,,String,,False,,False,,A human-readable description of the settings under which the experiment was executed to retrieve the included times.,,
Experiment,Experiment,experimental_workflow,,String,string,False,False,False,False,A description of the overall workflow of the experiment.,A human readable description of the overall workflow of the experiment.,"maxLength: 1800, example: 1) Load the dataset 2) run preprocessing code found in ... 3) run the model on the data."
Experiment,Experiment,pid,"I don’t think this should be located on Experiment. Moreover, I think it should be an object, with type as well (there can be many different pids). Also, generally we don’t use abbreviations. Also, I wouldn’t make this required",URL,string,True,False,False,False,A permanent identifier for the model.,"A permanent identifier for the model, for example a digital object identifier (DOI). Ideally a url.","maxLength: 64, example: https://doi.org/10.1000/182"
Experiment,Experiment,reproducibility_explanation,,String,string,False,False,False,False,A description on how the output of the experiment match the experiments in the paper.,A description of how the output of the experiment matches the experiments in the paper.,maxLength: 1800
Experiment,Experiment,uses_data_download,Would uses_dataset be better? I think it makes more sense to refer to the resource than to its distribution,DataDownload,,True,,False,,,,
Experiment,Experiment,uses_model_distribution,Would uses_mlmodel be better?,ModelDistribution,,True,,False,,,,
Experiment,,execution_settings,Should we rename this to examplary_execution_settings?,,string,,False,,False,,A human-readable description of the settings under which the experiment was executed.,maxLength: 1800
Geo,,elevation_millimeters,See address / location,,integer,,False,,False,,The elevation in millimeters with tespect to the WGS84 ellipsoid,
Geo,,latitude,See address / location,,number,,False,,False,,The latitude of a location in degrees (WGS84),example: 37.42242
Geo,,longitude,See address / location,,number,,False,,False,,The longitude of a location in degrees (WGS84),example: -122.08585
Location,Location,address,,String,#/components/schemas/Address,False,False,False,False,,,$ref: #/components/schemas/Address
Location,Location,city,"We moved these fields to Address, so that Location can either be a Geo or an Adress",String,,False,,False,,,,
Location,Location,country,"We moved these fields to Address, so that Location can either be a Geo or an Adress",Country,,False,,False,,,,
Location,Location,elevation_metres,"We moved these fields to Address, so that Location can either be a Geo or an Adress",decimal,,False,,False,,,,
Location,Location,latitude,"We moved these fields to Geo, so that Location can either be a Geo or an Adress",decimal,,False,,False,,,,
Location,Location,longitude,"We moved these fields to Geo, so that Location can either be a Geo or an Adress",decimal,,False,,False,,,,
